"","state_name","pc_name","jcode","uniqueid","survey_date","cand_1","party_1","cand_2","party_2","cand_3","party_3","campaign_qual","spend_1","spend_2","spend_3","secret_1","secret_2","secret_3","secret_4","events_1","events_2","events_3","leaders_1","leaders_2","leaders_3","leaders_4","volunteers_1","volunteers_2","volunteers_3","bribe_qual","bribe_coded","target_qual","target_coded","win_1","win_2","win_3","actual_cand_name1","actual_cand_party1","actual_cand_voteshare1","actual_cand_name2","actual_cand_party2","actual_cand_voteshare2","actual_cand_name3","actual_cand_party3","actual_cand_voteshare3","in_sample","pc_num","pc_type","schedule_num","poll_date","resp_secret"
"513","Maharashtra","Latur",177,"469-1",2014-04-02,"Datatre Bansore","INC","Dr Sunil Gaykuwar","BJP","","","CNG , BJP-BADI BADI SABHAEN HUI, GHAR GHAR JAKAR MULAKAT KIYE MEETING HUI POSTER SE BHI PARCHAR KIYE","BJP","","","INC","","","","BJP","","","BJP","","","","INC","","","CNG SAREE PAISE BATE JA RHE HAI","1,10","SLUM AREA M JO GAREEB HOTA HAI USE HI BATA JATA HAI","2","BJP","","","DR. SUNIL BALIRAM GAIKWAD","BJP",58.3176956176758,"BANSODE DATTATRAY GUNDERAO","INC",34.3481941223145,"KAMBLE DEEPAK ARVIND","BSP",1.89461159706116,NA,41,"SC","5",2014-04-17,1
"514","Maharashtra","Osmanabad",177,"469-2",2014-04-02,"Dr  Pradmisiya Patil","NCP","Dr Ravi Gaykuwar","SHS","","","NCP SHIVSENA CHOTI BDI SABHAE HOME TO HOME VISIT MEETING","NCP","","","NCP","","","","NCP","","","NCP","","","","NCP","","","NCP SAREE PAISE SHARAB BATE GAYE KHANA KHILAYA GYA","1,2,3,10","NCP SLUM AREA ME BATA JATA HAI","2","NCP","","","GAIKWAD RAVINDRA VISHWANATH","SHS",54.3485641479492,"PATIL PADMASINHA BAJIRAO","NCP",33.39208984375,"DHALE PADMASHEEL RAMCHANDRA","BSP",2.5329315662384,1,40,"GEN","5",2014-04-17,1
"515","Maharashtra","Latur",480,"470-1",2014-04-28,"Sunil Gaykor","BJP","Data Von Soda","INC","Dip Ratn Igpayer","AAAP","BJP=DOOR TO DOOR  CNG=BATAK . AAP = BANER ,MORCH","INC","","","INC","","","","INC","","","INC","","","","INC","","","CNG","","CNG","","INC","","","DR. SUNIL BALIRAM GAIKWAD","BJP",58.3176956176758,"BANSODE DATTATRAY GUNDERAO","INC",34.3481941223145,"KAMBLE DEEPAK ARVIND","BSP",1.89461159706116,NA,41,"SC","5",2014-04-17,1
"516","Maharashtra","Latur",179,"472-1",2014-04-28,"Sunil Gaykor","BJP","Data Vonsuda","INC","Dip Ratna Iglerkar","AAAP","BJP=BANNER, MORCH ,BATAK,CNG=BATAK , MORCH, AAP=HOME TO HOME","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP","","BJP","","BJP","","","DR. SUNIL BALIRAM GAIKWAD","BJP",58.3176956176758,"BANSODE DATTATRAY GUNDERAO","INC",34.3481941223145,"KAMBLE DEEPAK ARVIND","BSP",1.89461159706116,NA,41,"SC","5",2014-04-17,1
"517","Maharashtra","Latur",10,"473-1",2014-04-28,"Sunil Gaykor","BJP","Data Von Suda","INC","Dip Ratn Iglaker","AAAP","BJP=BANNER, MORCH , CNG= BATAK , AAP=GHAR TO GHR JAT H","INC","","","INC","","","","INC","","","INC","","","","INC","","","CNG","","CNG","","INC","","","DR. SUNIL BALIRAM GAIKWAD","BJP",58.3176956176758,"BANSODE DATTATRAY GUNDERAO","INC",34.3481941223145,"KAMBLE DEEPAK ARVIND","BSP",1.89461159706116,NA,41,"SC","5",2014-04-17,1
"518","Maharashtra","Kolhapur",75,"474-1",2014-04-28,"Dhananjay Madik","NCP","Sanjay Malik","SHS","","","NCP SHIVSENA RAILLIES MEETING SABHAE","NCP","","","NCP","","","","NCP","","","NCP","","","","SHS","","","NCP KANA PEENA KHILAYA JA RHA H","2,3","NCP GAU K MUKHIYA SARPANCH CITY WARD COMISNER  KO KHILAYA","31","SHS","","","DHANANJAY BHIMRAO MAHADIK","NCP",48.2163200378418,"SANJAY SADASHIV MANDALIK","SHS",45.5773239135742,"SAMPATRAO SHAMRAO PAWAR PATIL","PWPI",1.04436361789703,1,47,"GEN","5",2014-04-17,1
"519","Maharashtra","Kolhapur",425,"475-1",2014-04-28,"Dhananjay Manik","NCP","Sanjay Malik","SHS","","","NCP SHIVSENA RALLIES SABHAE HOME TO HOME VISIT","NCP","","","NCP","","","","NCP","","","NCP","","","","NCP","","","NCP PAISE BATE HAIN","1","NCP GRAMID CHETR M SARPANCH OR MUKHIYA  MANDAL KO DYA GAYA","31","NCP","","","DHANANJAY BHIMRAO MAHADIK","NCP",48.2163200378418,"SANJAY SADASHIV MANDALIK","SHS",45.5773239135742,"SAMPATRAO SHAMRAO PAWAR PATIL","PWPI",1.04436361789703,1,47,"GEN","5",2014-04-17,1
"520","Maharashtra","Ratnagiri-Sindhudurg",425,"475-2",2014-04-28,"Nilesh Rani","INC","Vinayak Raut","SHS","","","CNG SHIVSENA RAILLIES SABHAE HOME TO HOME VISIT","INC","","","INC","","","","INC","","","NCP","","","","INC","","","CNG PAISE BATE HAI","1","CNG GAU KE MUKHIYA OR SARPANCH KO DYA GYA","31","NCP","","","VINAYAK BHAURAO RAUT","SHS",55.0164222717285,"NILESH NARAYAN RANE","INC",38.2744445800781,"AYARE RAJENDRA LAHU","BSP",1.46029710769653,1,46,"GEN","5",2014-04-17,1
"521","Maharashtra","Kolhapur",359,"476-1",2014-04-28,"Dannjay Marika","NCP","Sanjay Mallik","SHS","","","CNG+SHIV SANA PARTY = DON O PARTY RALLY KIYA ,DADI BADI SABHAYA KI ,GHAR GHAR JAKER PARICH KIYA","NCP","","","","","","","NCP","","","NCP","","","","NCP","","","KUCH NAHI","15","RASTAY VADI CNG PARTY= PURA SHATA M SARI SUVIDIYA DIL RAHI H; NCP-ALL SCHEAM PROVIT","","NCP","","","DHANANJAY BHIMRAO MAHADIK","NCP",48.2163200378418,"SANJAY SADASHIV MANDALIK","SHS",45.5773239135742,"SAMPATRAO SHAMRAO PAWAR PATIL","PWPI",1.04436361789703,1,47,"GEN","5",2014-04-17,0
"522","Maharashtra","Parbhani",53,"477-1",2014-05-02,"Sanjay Jadav","SHS","Vijay Bhamde","NCP","","","SP DOOR TO DOOR VISIT SABHAE PUBLIC MEETING NCP DOOR TO DOOR SABHAE PUBLIC MEETING","NCP","","","NCP","","","","NCP","","","NCP","","","","SHS","","","NCP","","NCP MAKE THE ROAD IN CITY","","NCP","","","JADHAV SANJAY (BANDU) HARIBHAU","SHS",49.7709999084473,"BHAMBALE VIJAY MANIKRAO","NCP",38.8304252624512,"GULMIR KHAN","BSP",2.90096735954285,1,17,"GEN","5",2014-04-17,1
"523","Maharashtra","Hingoli",107,"478-1",2014-04-29,"Raji Sato","INC","Sanjay  Jadav","SHS","","","CNG RAILLIES MEETING SP SABHAE RAILIYA","INC","","","INC","","","","INC","","","INC","","","","SHS","","","CNG BUTH PAR PESE BATE","1","CNG SABHI JATI KE VOTRO KO PESE BATE","17","SHS","","","RAJEEV SHANKARRAO SATAV","INC",44.4647064208984,"WANKHEDE SUBHASH BAPURAO","SHS",44.3094520568848,"JADHAV CHUNNILAL MOHAN","BSP",2.39211010932922,NA,15,"GEN","5",2014-04-17,1
"524","Maharashtra","Parbhani",107,"478-2",2014-04-29,"Smt Salma Kulkarni","AAAP","Vijay Bhamole","NCP","","","AAP GAU GAU ME RAILIYA SABHAE NCP RAILIYA GAU GAU M ADD","NCP","","","NCP","","","","NCP","","","NCP","","","","AAAP","","","NCP BUTHO PR PESE BATE GAYE","1","NCP SABHI JATI KE VOTRO KO PESE BATE","17","NCP","","","JADHAV SANJAY (BANDU) HARIBHAU","SHS",49.7709999084473,"BHAMBALE VIJAY MANIKRAO","NCP",38.8304252624512,"GULMIR KHAN","BSP",2.90096735954285,1,17,"GEN","5",2014-04-17,1
"525","Maharashtra","Hingoli",356,"479-1",2014-04-29,"","INC","Pratap Yadav","SHS","","","SHIVSENA RAILIYA PUBLIC MEETING HOME TO HOME VISIT POSTER PAMPLET CNG RAILIES SABHAE HOME TO HOME VI","SHS","","","SHS","","","","SHS","","","INC","","","","SHS","","","SHIVSENA PESE DE RHE HAI","1","SHIVSENA SABHI JATIYO KE PESE DE RHA HAI","17","SHS","","","RAJEEV SHANKARRAO SATAV","INC",44.4647064208984,"WANKHEDE SUBHASH BAPURAO","SHS",44.3094520568848,"JADHAV CHUNNILAL MOHAN","BSP",2.39211010932922,NA,15,"GEN","5",2014-04-17,1
"526","Maharashtra","Beed",108,"480-1",2014-04-28,"Gopi Nath Munda","BJP","Surash Dhash","NCP","","","BJP= BANNER,MORCH... NCP= GHAR GHAR JAT H BATAK","NCP","","","NCP","","","","NCP","","","NCP","","","","NCP","","","NCP= CASH DIYA J RAH H","1","NCP= APNA PATIO KO DA RAHI H GARIB KO DAN AK LIYA","12","NCP","","","MUNDE GOPINATHRAO PANDURANG","BJP",51.6145095825195,"DHAS SURESH RAMCHANDRA","NCP",40.5405120849609,"ROTHOD DIGAMBAR RAMRAO","BSP",1.14964914321899,1,39,"GEN","5",2014-04-17,1
"527","Maharashtra","Beed",51,"481-1",2014-04-28,"Gopi Nath Muda","BJP","Surash Data","INC","","","BJP= MORCA , BANNER..  CNG= BATAK , GHAR GHAR JAT H","INC","","","INC","","","","INC","","","INC","","","","INC","","","CNG= ANAZ ,PANI , LIGHT, KI VIYAVASTA","2,16,21","CNG= GARIBO KO DIYA","12","INC","","","MUNDE GOPINATHRAO PANDURANG","BJP",51.6145095825195,"DHAS SURESH RAMCHANDRA","NCP",40.5405120849609,"ROTHOD DIGAMBAR RAMRAO","BSP",1.14964914321899,1,39,"GEN","5",2014-04-17,1
"528","Maharashtra","Baramati",430,"482-1",2014-04-02,"Supriya Sindhe","NCP","Mhadevjankar","SHS","Suresh Khopde","AAAP","MCP SHIVSENA AAP NUKKAD SABHAE GAU GAU JAKR SABHAE HOME TO HOME VISIT","NCP","","","NCP","","","","NCP","","","NCP","","","","NCP","","","MCP THERE HAS WATER PROBLEM SO IT SOLVE","21","MCP THERE HAS WATER PROBLEM SO IT SOLVE","","NCP","","","SUPRIYA SULE","NCP",48.9015121459961,"MAHADEV JAGANNATH JANKAR","RSPS",42.3646774291992,"SURESH KHOPADE","AAAP",2.47488188743591,1,35,"GEN","5",2014-04-17,1
"529","Maharashtra","Baramati",26,"483-1",2014-04-29,"Supriya Sindhe","NCP","Mhadev Jankar","BJP","","","MOTOR BIKE RAILY DOOR TO DOOR VISIT MEETING AAM SABHA VAGERHA","NCP","","","NCP","","","","NCP","","","NCP","","","","NCP","","","MCP PESE SAREE","1,10","MCP GAU ME GRAMID JANTA KE BICH PESE OR SAREE BATI","13","NCP","","","SUPRIYA SULE","NCP",48.9015121459961,"MAHADEV JAGANNATH JANKAR","RSPS",42.3646774291992,"SURESH KHOPADE","AAAP",2.47488188743591,1,35,"GEN","5",2014-04-17,1
"530","Maharashtra","Ahmednagar",419,"485-1",2014-04-28,"Babu Sahabvak","NCP","Sda Shiv Lokhande","SHS","","","GADIYO S GAU GAU JAKR RALIYA AAM SABHA PUBLIC MEETING","SHS","","","SHS","","","","SHS","","","SHS","","","","SHS","","","SHIVSENA PESE","1","SHIVSENA","","INC","","","GANDHI DILIPKUMAR MANSUKHLAL","BJP",56.9683456420898,"RAJEEV APPASAHEB RAJALE","NCP",37.2829055786133,"KOLSEPATIL BABAN GANGADHAR","IND",1.19389867782593,1,37,"GEN","5",2014-04-17,1
"531","Maharashtra","Ahmednagar",190,"486-1",2014-04-28,"Lokhande","SHS","Babu Sahay Vak Devde","INC","","","AAM SABHA DOOR TO DOOR PUBLIC MEETING","SHS","","","SHS","","","","SHS","","","SHS","","","","SHS","","","SHIVSENA PESE","1","SHIVSENA GAU GAU ME GAREEB OR ARIKSHIT LOGO KI","12,13","SHS","","","GANDHI DILIPKUMAR MANSUKHLAL","BJP",56.9683456420898,"RAJEEV APPASAHEB RAJALE","NCP",37.2829055786133,"KOLSEPATIL BABAN GANGADHAR","IND",1.19389867782593,1,37,"GEN","5",2014-04-17,1
"532","Maharashtra","Yavatmal-Washim",109,"487-1",2014-04-02,"Bhavna Goli","SHS","Shivaji Rav Munge","INC","Raju Patil Raje","MNS","SHIVSENA MORCHA BETHAK GHAR GHAR VISIT CNG BENR MORCHA MNS BETHAK BENR","SHS","","","SHS","","","","SHS","","","SHS","","","","SHS","","","GADIYA PESE DIYE GAYE","1,7","SHIVSENA GARIBO AAM JNTA KO DYE HAI","12","SHS","","","GAWALI BHAVANA PUNDLIKRAO","SHS",46.2660789489746,"ADV.SHIVAJIRAO SHIVARAMJI MOGHE","INC",37.1837348937988,"RATHOD BALIRAM PARASHRAM","BSP",4.74186038970947,1,14,"GEN","3A",2014-04-10,1
"533","Maharashtra","Yavatmal-Washim",365,"488-1",2014-05-02,"Bhavna Gouli","SHS","Shivaji Rap Munge","UPA","Raju Patil Raje","MNS","SHIVSENA- BANEER BAITHAK, MORCHA ,CNG-PUMPLET,MORCHA , MNS- BANNER , BAITHAK","SHS","","","SHS","","","","SHS","","","SHS","","","","SHS","","","SHIVSENA-ANAJ","2","SHIVSENA-PAISAOR ANAJ DIYA JA RAHA HAI","","SHS","","","GAWALI BHAVANA PUNDLIKRAO","SHS",46.2660789489746,"ADV.SHIVAJIRAO SHIVARAMJI MOGHE","INC",37.1837348937988,"RATHOD BALIRAM PARASHRAM","BSP",4.74186038970947,1,14,"GEN","3A",2014-04-10,1
"534","Maharashtra","Yavatmal-Washim",173,"489-1",2014-05-02,"Bavan Goli","SHS","Shiv G Ram Baga","INC","","","SHIV SANA =BANNER, MORCH , CNG= BATAK ,GHAR GHAR JAKER","SHS","","","SHS","","","","SHS","","","SHS","","","","SHS","","","SHIV SANA","","SHIV SANA","","SHS","","","GAWALI BHAVANA PUNDLIKRAO","SHS",46.2660789489746,"ADV.SHIVAJIRAO SHIVARAMJI MOGHE","INC",37.1837348937988,"RATHOD BALIRAM PARASHRAM","BSP",4.74186038970947,1,14,"GEN","3A",2014-04-10,1
"535","Maharashtra","Chandrapur",92,"490-1",2014-04-29,"Hansraj Ahir","BJP","Sanjay Devkare","NCP","Bamanm Chetap","AAAP","BJP- RALLEYAN HUI, GAHR GHAR JAKAR MALAKAT KIYA SABHAEN BHI HUI, AAP-GAHR GHAR JAKAR MULAUKAT KIYA","AAAP","","","BJP","","","","AAAP","","","BJP","","","","AAAP","","","BJP- KHANE PEENE MAI PAISA KAHRCH KIYA","2,3","BJP-GAON KE MUKHIYA KO OR WARD KE LOGO KO KHANA , PEENA KHILAYA GAYA","31","BJP","","","AHIR HANSRAJ GANGARAM","BJP",45.7807807922363,"DEOTALE SANJAY WAMANRAO","INC",24.4903545379639,"CHATAP WAMANRAO SADASHIV","AAAP",18.4198513031006,1,13,"GEN","3A",2014-04-10,1
"536","Maharashtra","Chandrapur",411,"491-1",2014-04-23,"Hansraj Ahir","BJP","Wamanm Rao Chetap","AAAP","Sanjay Devkare","INC","BJP , AAP, CNG - IN LOGO KI RALLEYAN HUI ,GHAR GHAR JAKAR MILE, BADI CHOTI SABHAEN HUI LOGO KE SATH","BJP","","","BJP","","","","BJP","","","BJP","","","","AAAP","","","BJP-PAISA BANTA GAYA","1","BJP-SHAHRI OR GRAMIN DONO KSHETRO MAI PAISE BANTE GAYE","13","BJP","","","AHIR HANSRAJ GANGARAM","BJP",45.7807807922363,"DEOTALE SANJAY WAMANRAO","INC",24.4903545379639,"CHATAP WAMANRAO SADASHIV","AAAP",18.4198513031006,1,13,"GEN","3A",2014-04-10,1
"537","Maharashtra","Gadchiroli-Chimur",172,"492-1",2014-04-29,"Dr.Namdev Husendy","INC","Ashok Nete","BJP","","","RALLEYAN, ROAD SHOW, PUBLIC MEETING,POSTER,PUMPLET,GADIYON SE MIKE LAGAKAR , DOOR TO DOOR","INC","","","INC","","","","INC","","","BJP","","","","INC","","","CNG-KHAN OR GADIYON MAI FREE PATROL","2,12","CNG-GAON KI SABHI JANTA KE LIYE, GADIYON MAI FREE PATROL DALWAKER OR LOGO KO KHANA BHI KHILAYA GAYA","13","BJP","","","ASHOK MAHADEORAO NETE","BJP",52.1825408935547,"DR. NAMDEO DALLUJI USENDI","INC",29.1211719512939,"RAMRAO GOVINDA NANNAWARE","BSP",6.51388502120972,1,12,"ST","3A",2014-04-10,1
"538","Maharashtra","Gadchiroli-Chimur",171,"493-1",2014-04-29,"Dr. Namdev Husandy","INC","Ashok Nete","BJP","Dr. Kejne","AAAP","RALLEYAN, GADIYON SE MIKE DWARA, AAM SABHA , POSTER, PUMPLET","INC","","","INC","","","","INC","","","INC","","","","INC","","","CNG-PAISA OR WINE","1,3","CNG-GAON KE GARIB FAROS LOGO MAI BANTA GAYA","12,13","BJP","","","ASHOK MAHADEORAO NETE","BJP",52.1825408935547,"DR. NAMDEO DALLUJI USENDI","INC",29.1211719512939,"RAMRAO GOVINDA NANNAWARE","BSP",6.51388502120972,1,12,"ST","3A",2014-04-10,1
"539","Maharashtra","Bhandara-Gondiya",413,"494-1",2014-04-29,"Praful Bhai Patel","NCP","Nana Patole","BJP","","","RASTREYEWADI PARTY-RALLEYAN HUI, SABHEN HUI,GHAR GHAR JAKAR PARICHAY DIYE,POSTER,PUMPLET,LAGAKAR BHI","NCP","","","NCP","","","","NCP","","","NCP","","","","NCP","","","RASTREYEWADI PARTY-DARU OR PAISE BANTE GAYE","1,3","RASTREYEAADI PARTY- SLUM ARIO MAI DARU OR PAISE BANTE GAYE OR APNE KARYAKARTAO KO SABHI VOTERO KO","2","NCP","","","NANABHAU FALGUNRAO PATOLE","BJP",50.6290550231934,"PATEL PRAFUL MANOHARBHAI","NCP",38.1620903015137,"ENG. SANJAY RAGHUNATH NASARE","BSP",4.25644588470459,1,11,"GEN","3A",2014-04-10,1
"540","Maharashtra","Bhandara-Gondiya",183,"495-1",2014-04-29,"Nana Patole","BJP","Prafool Bhai Patel","NCP","","","BJP-HAR GAON MAI RALLEYAN HUI, MEETING HUI , RASTREYEWADI PARTY-HAR GAON MAI RALLEYAN HUI, MEETING","NCP","","","NCP","","","","NCP","","","NCP","","","","NCP","","","RASTYREYAWADI PARTY-BIJLI OR PAANI KI SUVIDHA","16,21","RASTREYEWADI PARTY-SABHI ARIO MAI BIJLI KI SUVIDHA KARWAI GAI HAI","17","NCP","","","NANABHAU FALGUNRAO PATOLE","BJP",50.6290550231934,"PATEL PRAFUL MANOHARBHAI","NCP",38.1620903015137,"ENG. SANJAY RAGHUNATH NASARE","BSP",4.25644588470459,1,11,"GEN","3A",2014-04-10,1
"541","Maharashtra","Bhandara-Gondiya",181,"496-1",2014-04-29,"Nana Patole","BJP","Prafool Bhai Patel","NCP","Prashant Mishra","AAAP","BJP- SABHAEN HO RAHI THI , RLLEYAN HUI, PUMPLET BHI BANTE GAYE, NCP - SABHAEN HO RAHI THI, RALLEYAN","NCP","","","","","","","NCP","","","NCP","","","","NCP","","","KISI PAR NAHI","15","KISI KO NAHI","36","NCP","","","NANABHAU FALGUNRAO PATOLE","BJP",50.6290550231934,"PATEL PRAFUL MANOHARBHAI","NCP",38.1620903015137,"ENG. SANJAY RAGHUNATH NASARE","BSP",4.25644588470459,1,11,"GEN","3A",2014-04-10,0
"542","Maharashtra","Wardha",360,"497-1",2014-04-29,"Ramdas Tadap","BJP","Sadar Meghe","INC","Mo. Amin Patel","AAAP","PUBLIC MEETING, RALLEYAN , POSTER, PUMPLET, AAM SABHA GAON MAI JAKAR LOGO SE MILNA","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP-PAISA , WINE OR KAPDE","1,3,5","BJP-SHAHRO MAI GAON MAI SABHI JANTA KO","17","BJP","","","RAMDAS CHANDRABHANJI TADAS","BJP",53.0386962890625,"MEGHE SAGAR DATTATRAYA","INC",31.7466659545898,"CHETAN BHIMRAJ PENDAM","BSP",8.96605110168457,1,8,"GEN","3A",2014-04-10,1
"543","Maharashtra","Amravati",429,"500-1",2014-04-29,"Anand Rao Arsul","SHS","Navneet Kour Rana","NDA","","","RALLEYAN, ROAD SHOW,AAM SABHA, PUMPLET, PARHE,KUCH ILAKO MAI,DOOR TO DOOR HUA","NCP","","","SHS","","","","NCP","","","SHS","","","","SHS","","","SHIVSENA-WINE OR PAISA","1,3","SHIVSENA- SLUM ARIO MAI OR GAON MAI KUCH LOGO KO JO BADE BADE LOG HAI","2,13","SHS","","","ADSUL ANANDRAO VITHOBA","SHS",46.5322341918945,"NAVNEET RAVI RANA","NCP",32.7948188781738,"GUNWANT SUDAMRAO DEVPARE","BSP",9.78028202056885,1,7,"SC","3A",2014-04-10,1
"544","Maharashtra","Akola",361,"501-1",2014-05-02,"Sanjay Dote","BJP","Idayak Patel","INC","Wakil Prakash Ambedkar","BBM","BJP-MORCHA,BAITHAK, CNG- GHAR GHAR JAKAR , BANNER, BHARTIYE BAHUJAN MAHASANGH- BANNER,BAITHAK,MORCHA","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP-TRAVELING KHANE PEENE MAI KHARCH KIYA","2,3,22","BJP-AAM JANTA ,APNE PARTYON MAI KHARCH KIYE","35","BJP","","","DHOTRE SANJAY SHAMRAO","BJP",46.6506080627441,"PATEL HIDAYAT ULLA BARKAT ULLA","INC",25.8925228118896,"AMBEDKAR PRAKASH YASHWANT","BBM",24.402473449707,NA,6,"GEN","3A",2014-04-10,1
"545","Maharashtra","Akola",428,"502-1",2014-05-02,"Sanjay Dote","BJP","Idayak Patel","INC","Ramesh Singankar","AAAP","BJP-BANNE,BAITHAK,PUMPLET, CNG- MORCHA,GHAR GHAR JAKAR, AAP- BANNER , BAITHAK , MORCHA","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP-TRAVELLING, KHANE PEENE KE LIYE DIYA JATA HAI","2,3,22","BJP-AAM JANTA , KARYAKARTAO KO DIYA GAYA","35","BJP","","","DHOTRE SANJAY SHAMRAO","BJP",46.6506080627441,"PATEL HIDAYAT ULLA BARKAT ULLA","INC",25.8925228118896,"AMBEDKAR PRAKASH YASHWANT","BBM",24.402473449707,NA,6,"GEN","3A",2014-04-10,1
"546","Jharkhand","Khunti",462,"503-1",2014-05-03,"Kali Charan Munda","INC","Kadiya Munda","BJP","Ainaos Aikka","","CONGRSS BJP NIRDALIYE PARTY GHER GHER JAKER MULAKAT KIYA MAIK LAGAKAR GADIYO KO GHUMAY MEETIG KIO","BJP","","","JKP","","","","BJP","","","BJP","","","","BJP","","","NIRDALIY PARTYMHUA PILAYA GAYA CHAWAL BANTA GAYA AUR PAISE BANTA GAYA","1,2,3","NIRDALIYE PARTY GAUN DEHAT CHAWAL AUR MAHUWA PILAYA GAYA SEHRI KSHETRON ME PAISE BANTA GAYA HAI","13","BJP","","","KARIA MUNDA","BJP",36.5266532897949,"ANOSH EKKA","JKP",24.0091991424561,"KALI CHARAN MUNDA","INC",19.9492511749268,1,11,"ST","5",2014-04-17,1
"547","Jharkhand","Khunti",23,"504-1",2014-05-03,"Kadiya Munda","BJP","Kali Charanmunda","INC","Ainaos Aikka","JKP","BJP CONGRESS JHARKHAND PARTY GHERGHER JAKER MULKAT  KIYA GADI SE MAIK LAGA PRACHAR KIIYA","JKP","","","BJP","","","","JKP","","","BJP","","","","JKP","","","BJP APNE KRYE KARTA KO PAISE BANTNE KELIYE DETE HAI","1","BJP BUTHO PER ANE WALE SABHI LADKO KO PAISE BATNE KELIYE DIYA JATA HAI","","BJP","","","KARIA MUNDA","BJP",36.5266532897949,"ANOSH EKKA","JKP",24.0091991424561,"KALI CHARAN MUNDA","INC",19.9492511749268,1,11,"ST","5",2014-04-17,1
"548","Jharkhand","Giridih",89,"505-1",2014-05-04,"Ravinder Pande","BJP","Jagarnath Mehto","JMM","Sajba Ahmad","JVM","BJP JMM JBM RALLIEYA HUI SABHAE HUI POSTERBHI LAGAYE GSYE THE","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP KHANA PINA KHILAY GAYA","","BJP SLUM ARIA AUR SEHRI KSHETRON MEBHI KHANA PINA KAPRABANDH KIYA THA","","BJP","","","RAVINDRA KUMAR PANDEY","BJP",40.4035263061523,"JAGARNATH MAHTO","JMM",36.2475357055664,"SABA AHMAD","JVM",5.91548204421997,1,6,"GEN","5",2014-04-17,1
"549","Jharkhand","Giridih",321,"506-1",2014-05-03,"Ravinde Pande","BJP","Sabba Ahmad","JVM","Jagarnath","JMM","BJP JBM JMM RALLIYA HUISABHAI HUI GHERGHER JAKER APIL KI","BJP","","","JMM","","","","JMM","","","BJP","","","","JMM","","","JMM PAISEBANTE GAYE","1","JMM USLIM JATI KO PAISE BATTA HAI","5","BJP","","","RAVINDRA KUMAR PANDEY","BJP",40.4035263061523,"JAGARNATH MAHTO","JMM",36.2475357055664,"SABA AHMAD","JVM",5.91548204421997,1,6,"GEN","5",2014-04-17,1
"550","Jharkhand","Giridih",469,"507-1",2014-05-04,"Ravindre Kumar Pande","BJP","Dr. Shabba Ahmad","JVM","Jagarnath Mehto","JMM","BJP JMM JBM RAILLY SABHAYE POSTER","BJP","","","","","","","BJP","","","BJP","","","","BJP","","","","","","","BJP","","","RAVINDRA KUMAR PANDEY","BJP",40.4035263061523,"JAGARNATH MAHTO","JMM",36.2475357055664,"SABA AHMAD","JVM",5.91548204421997,1,6,"GEN","5",2014-04-17,0
"551","Uttar Pradesh","Sultanpur",293,"508-1",2014-05-03,"Vasde Gandhi","BJP","Amita Singh","INC","Sailesh Pratap Singh","AAAP","BJP RAILLY BAINER BAITHK CONGRESS BAITHAK GHER GHER JAKER AAM PARTY BAINER MORCHA","BJP","","","BJP","INC","","","BJP","","","BJP","","","","BJP","","","BJP KHANE PINE YOUELING PAISE DIYEJ RAHE HE","2,3","BJP GARIBON KO AUR AAM JANTA KO DIYA GAYA HE CONGRESS KARYEKARTAOKO AUR GARIBO KO DIYA GAYA HE","12,35","BJP","","","FEROZE VARUN GANDHI","BJP",42.5239448547363,"PAWAN PANDEY","BSP",23.9845142364502,"SHAKEEL AHMED","SP",23.6423301696777,1,38,"GEN","8",2014-05-07,1
"552","Uttar Pradesh","Amethi",293,"508-2",2014-05-03,"Smariti Irani","BJP","Rahul Gandhi","INC","Kumar Vishwas","AAAP","BJP BENAR MEETING  CNG RAILLY HOME VISITING AAP MORCHA","INC","","","INC","","","","INC","","","INC","","","","INC","","","CNG PESE TRAVELING KE LIYE DIYE","22","CNG WORKER OR GAREEBO KO DIYE","12","INC","","","RAHUL GANDHI","INC",46.7229957580566,"SMRITI ZUBIN IRANI","BJP",34.3859367370605,"DHARMENDRA PRATAP SINGH","BSP",6.59894227981567,1,37,"GEN","8",2014-05-07,1
"553","Uttar Pradesh","Amethi",153,"509-1",2014-04-03,"Smarti Irani","BJP","Rahul Gandhi","INC","Umar Vishwas","AAAP","BJP RAILLY BAINER BAITHAK  CONGRESS RILLY BAINER BA9ITHAK GHER GHER JATE HE AAM PARTY BAITHK BAINER","INC","","","INC","","","","INC","","","INC","","","","INC","","","CONGRESS PAISE DIYE GAYE HE","1","CONGRESS GARIBON AUR AAM JANTA KO DENE KE LIYE","12,35","INC","","","RAHUL GANDHI","INC",46.7229957580566,"SMRITI ZUBIN IRANI","BJP",34.3859367370605,"DHARMENDRA PRATAP SINGH","BSP",6.59894227981567,1,37,"GEN","8",2014-05-07,1
